client_id,client_type,age,acquisition_purpose,total_investment,num_properties,cluster,cluster_name
C0848,Individual,59,Home,1366788.33,4,0,Individual Home Buyers
C0849,Individual,49,Home,1262931.66,4,0,Individual Home Buyers
C0850,Individual,43,Investment,528432.48,3,0,Individual Home Buyers
C0851,Individual,33,Investment,1482957.88,4,0,Individual Home Buyers
C0852,Individual,37,Home,1368458.37,4,1,Corporate Buyers
C0853,Individual,76,Home,1293562.22,4,0,Individual Home Buyers
C0854,Individual,82,Home,1419031.61,3,0,Individual Home Buyers
C0855,Individual,53,Home,1198702.15,4,1,Corporate Buyers
C0856,Individual,62,Home,1565508.99,4,0,Individual Home Buyers
C0857,Individual,75,Investment,1431064.56,4,0,Individual Home Buyers
C0858,Individual,32,Home,972150.6,3,0,Individual Home Buyers
C0859,Individual,84,Home,1440623.89,4,0,Individual Home Buyers
C0860,Individual,58,Home,1362579.84,4,0,Individual Home Buyers
C0861,Individual,32,Investment,1527460.57,3,1,Corporate Buyers
C0862,Individual,45,Investment,1354421.91,3,0,Individual Home Buyers
C0863,Individual,51,Home,1107744.96,4,2,Small Corporate Segment
C0864,Individual,56,Home,1085548.02,3,0,Individual Home Buyers
C0865,Individual,51,Investment,1268059.13,4,0,Individual Home Buyers
C0866,Individual,39,Home,1331713.08,4,1,Corporate Buyers
C0867,Individual,59,Home,1028747.3,3,0,Individual Home Buyers
C0868,Individual,81,Home,987211.17,3,0,Individual Home Buyers
C0869,Individual,33,Home,858807.13,3,0,Individual Home Buyers
C0870,Company,60,Home,1097902.26,4,1,Corporate Buyers
C0871,Individual,37,Home,1939848.53,4,0,Individual Home Buyers
C0872,Individual,83,Home,1462320.39,4,1,Corporate Buyers
C0873,Individual,86,Home,1325777.78,3,0,Individual Home Buyers
C0874,Individual,73,Investment,1490289.11,4,1,Corporate Buyers
C0875,Individual,54,Home,1308981.48,3,1,Corporate Buyers
C0876,Individual,53,Home,873771.52,3,0,Individual Home Buyers
C0877,Individual,28,Investment,1407650.4,3,0,Individual Home Buyers
C0878,Individual,81,Home,970670.15,3,0,Individual Home Buyers
C0879,Individual,81,Home,1349121.32,3,1,Corporate Buyers
C0880,Individual,85,Home,1390002.64,4,0,Individual Home Buyers
C0881,Individual,72,Investment,1247321.2,4,0,Individual Home Buyers
C0882,Individual,26,Home,1142828.14,3,1,Corporate Buyers
C0883,Individual,80,Home,1979258.27,4,0,Individual Home Buyers
C0884,Individual,77,Home,1021697.5,3,0,Individual Home Buyers
C0885,Individual,85,Investment,1540844.02,3,1,Corporate Buyers
C0886,Individual,65,Home,807556.47,3,0,Individual Home Buyers
C0887,Individual,33,Home,1247287.09,4,0,Individual Home Buyers
C0888,Individual,39,Home,1104713.19,4,1,Corporate Buyers
C0889,Individual,41,Investment,1339350.59,3,0,Individual Home Buyers
C0890,Individual,71,Investment,1138394.29,4,0,Individual Home Buyers
C0891,Individual,56,Investment,1340373.08,4,1,Corporate Buyers
C0892,Individual,68,Investment,984121.4,3,0,Individual Home Buyers
C0893,Individual,31,Home,1695839.47,4,0,Individual Home Buyers
C0894,Individual,73,Home,882067.47,3,0,Individual Home Buyers
C0895,Individual,73,Investment,1127680.6,3,0,Individual Home Buyers
C0896,Individual,56,Home,1157933.44,4,1,Corporate Buyers
C0897,Individual,55,Home,745691.65,3,1,Corporate Buyers
C0898,Individual,73,Investment,836494.02,4,0,Individual Home Buyers
C0899,Company,38,Investment,1050407.63,3,0,Individual Home Buyers
C0900,Individual,27,Home,606058.22,3,1,Corporate Buyers
C0901,Individual,27,Investment,909138.84,3,1,Corporate Buyers
C0902,Company,62,Home,1281064.76,4,1,Corporate Buyers
C0903,Individual,34,Investment,1108147.61,3,0,Individual Home Buyers
C0904,Individual,42,Home,1050355.29,4,1,Corporate Buyers
C0905,Individual,33,Home,877477.72,3,0,Individual Home Buyers
C0906,Individual,57,Investment,1757967.56,4,0,Individual Home Buyers
C0907,Individual,53,Home,1375380.46,3,0,Individual Home Buyers
C0908,Individual,66,Home,1129941.35,4,0,Individual Home Buyers
C0909,Individual,59,Investment,1529455.73,4,0,Individual Home Buyers
C0910,Individual,55,Home,1293598.48,3,0,Individual Home Buyers
C0911,Individual,37,Home,1310405.32,4,0,Individual Home Buyers
C0912,Individual,77,Home,1322130.05,3,0,Individual Home Buyers
C0913,Individual,27,Home,1935637.92,4,0,Individual Home Buyers
C0914,Individual,78,Investment,1124290.78,4,1,Corporate Buyers
C0915,Individual,78,Home,1309768.71,3,0,Individual Home Buyers
C0916,Individual,38,Home,1377591.46,4,1,Corporate Buyers
C0917,Individual,57,Home,756785.49,3,0,Individual Home Buyers
C0918,Individual,26,Home,1461361.87,3,1,Corporate Buyers
C0919,Individual,51,Investment,1059524.55,3,1,Corporate Buyers
C0920,Individual,53,Home,878368.79,3,0,Individual Home Buyers
C0921,Individual,27,Home,802736.76,3,1,Corporate Buyers
C0922,Individual,84,Investment,1105753.98,3,1,Corporate Buyers
C0923,Individual,76,Home,1183422.85,4,0,Individual Home Buyers
C0924,Individual,38,Home,1558670.83,4,0,Individual Home Buyers
C0925,Individual,82,Home,1308035.02,3,1,Corporate Buyers
C0926,Individual,65,Home,1078841.73,3,0,Individual Home Buyers
C0927,Individual,64,Home,933499.38,3,1,Corporate Buyers
C0928,Individual,76,Home,758070.13,3,0,Individual Home Buyers
C0929,Individual,72,Home,1167841.72,3,0,Individual Home Buyers
C0930,Individual,33,Investment,924305.53,3,0,Individual Home Buyers
C0931,Individual,49,Investment,997418.61,3,0,Individual Home Buyers
C0932,Individual,77,Home,1468310.66,4,0,Individual Home Buyers
C0933,Individual,71,Home,1077170.94,3,0,Individual Home Buyers
C0934,Individual,83,Investment,912489.59,3,1,Corporate Buyers
C0935,Individual,26,Home,1133032.49,3,1,Corporate Buyers
C0936,Individual,75,Home,782945.97,3,0,Individual Home Buyers
C0937,Individual,44,Home,1370340.91,4,0,Individual Home Buyers
C0938,Individual,63,Home,854217.7,3,1,Corporate Buyers
C0939,Individual,48,Investment,1190833.68,4,1,Corporate Buyers
C0940,Individual,41,Investment,1628937.85,4,0,Individual Home Buyers
C0941,Individual,71,Home,1028314.09,3,0,Individual Home Buyers
C0942,Individual,35,Home,1402631.76,4,0,Individual Home Buyers
C0943,Individual,69,Investment,975048.28,3,1,Corporate Buyers
C0944,Individual,70,Home,1256722.03,3,0,Individual Home Buyers
C0945,Individual,81,Home,973406.55,3,1,Corporate Buyers
C0946,Individual,80,Investment,827605.63,3,0,Individual Home Buyers
C0947,Individual,45,Home,1096583.29,3,0,Individual Home Buyers
C0948,Individual,37,Investment,1532000.51,4,0,Individual Home Buyers
C0949,Individual,83,Investment,1397057.95,4,0,Individual Home Buyers
C0950,Individual,35,Investment,1418212.48,4,0,Individual Home Buyers
C0951,Individual,28,Home,1658301.92,4,3,Luxury Investors
C0952,Individual,67,Home,1886501.93,4,0,Individual Home Buyers
C0953,Company,31,Home,639815,3,0,Individual Home Buyers
C0954,Individual,76,Investment,1493788,4,1,Corporate Buyers
C0955,Individual,57,Home,1098111.78,3,0,Individual Home Buyers
C0956,Individual,60,Home,1647197.45,4,0,Individual Home Buyers
C0957,Company,65,Home,1295242.02,4,0,Individual Home Buyers
C0958,Individual,35,Home,936091.45,4,0,Individual Home Buyers
C0959,Individual,74,Home,1840159.66,4,0,Individual Home Buyers
C0960,Individual,66,Investment,1380084.58,4,0,Individual Home Buyers
C0961,Individual,52,Home,1681311.67,4,1,Corporate Buyers
C0962,Individual,86,Home,1335726.82,4,0,Individual Home Buyers
C0963,Individual,85,Home,598874.99,3,1,Corporate Buyers
C0964,Individual,73,Home,1015121.69,3,0,Individual Home Buyers
C0965,Individual,65,Investment,840199.61,3,0,Individual Home Buyers
C0966,Company,31,Investment,1606785.05,4,0,Individual Home Buyers
C0967,Individual,67,Home,705599.66,3,0,Individual Home Buyers
C0968,Individual,31,Home,1089074.71,3,0,Individual Home Buyers
C0969,Individual,50,Investment,1118760.19,3,1,Corporate Buyers
C0970,Individual,40,Home,1596404.25,4,1,Corporate Buyers
C0971,Individual,57,Investment,1278450.05,4,0,Individual Home Buyers
C0972,Individual,62,Home,1298009.03,4,0,Individual Home Buyers
C0973,Individual,34,Investment,1595817.16,4,0,Individual Home Buyers
C0974,Individual,65,Home,1210990.11,4,0,Individual Home Buyers
C0975,Individual,80,Home,941310.61,3,0,Individual Home Buyers
C0976,Individual,43,Home,1206149.98,4,0,Individual Home Buyers
C0977,Individual,30,Home,944672.95,3,0,Individual Home Buyers
C0978,Individual,63,Home,1449360.91,3,0,Individual Home Buyers
C0979,Individual,86,Investment,864661.45,3,1,Corporate Buyers
C0980,Individual,84,Investment,1156326.64,3,0,Individual Home Buyers
C0981,Individual,65,Investment,2048324.19,4,0,Individual Home Buyers
C0982,Individual,65,Investment,1443503.73,3,1,Corporate Buyers
C0983,Individual,32,Home,803219.7,3,1,Corporate Buyers
C0984,Individual,64,Home,1206529.21,3,1,Corporate Buyers
C0985,Individual,72,Home,886990.72,3,0,Individual Home Buyers
C0986,Individual,45,Home,1445226.07,3,1,Corporate Buyers
C0987,Individual,59,Home,1086018.36,4,1,Corporate Buyers
C0988,Individual,38,Home,695033.8,3,0,Individual Home Buyers
C0989,Individual,80,Home,1129907.31,4,0,Individual Home Buyers
C0990,Individual,84,Home,1588383.36,4,0,Individual Home Buyers
C0991,Individual,51,Home,1223116.15,3,0,Individual Home Buyers
C0992,Individual,38,Home,1478482.61,4,0,Individual Home Buyers
C0993,Individual,72,Home,530494.44,3,0,Individual Home Buyers
C0994,Individual,50,Home,1379902.87,4,0,Individual Home Buyers
C0995,Individual,77,Home,1004120.77,3,1,Corporate Buyers
C0996,Individual,70,Home,888968,3,1,Corporate Buyers
C0997,Individual,76,Investment,1607877.07,3,0,Individual Home Buyers
C0998,Company,57,Home,1230552.15,4,0,Individual Home Buyers
C0999,Individual,57,Investment,661984.35,3,0,Individual Home Buyers
C1000,Individual,63,Home,1629372.23,4,0,Individual Home Buyers
C1001,Individual,45,Home,1650296.94,4,0,Individual Home Buyers
C1002,Individual,59,Home,1064050.72,3,0,Individual Home Buyers
C1003,Individual,49,Home,1164909.23,3,0,Individual Home Buyers
C1004,Individual,44,Home,1553467.66,4,0,Individual Home Buyers
C1005,Individual,38,Home,778101.6,3,1,Corporate Buyers
C1006,Individual,34,Home,738938.8,3,0,Individual Home Buyers
C1007,Individual,78,Home,813104.68,3,1,Corporate Buyers
C1008,Company,39,Home,1018262.69,4,0,Individual Home Buyers
C1009,Individual,76,Investment,741160.04,3,0,Individual Home Buyers
C1010,Individual,62,Home,1331479.73,4,0,Individual Home Buyers
C1011,Individual,74,Investment,1281389.39,4,0,Individual Home Buyers
C1012,Individual,66,Home,1690270.5,3,0,Individual Home Buyers
C1013,Individual,32,Home,1627907.97,4,0,Individual Home Buyers
C1014,Individual,57,Home,1278106.36,3,0,Individual Home Buyers
C1015,Individual,49,Home,884426.51,3,0,Individual Home Buyers
C1016,Individual,50,Home,1542774.61,4,0,Individual Home Buyers
C1017,Individual,58,Home,1116371.43,4,0,Individual Home Buyers
C1018,Individual,59,Home,845680.57,3,0,Individual Home Buyers
C1019,Individual,51,Home,1167255.18,3,0,Individual Home Buyers
C1020,Individual,32,Home,1248826.86,4,0,Individual Home Buyers
C1021,Individual,52,Investment,1554739.9,4,0,Individual Home Buyers
C1022,Individual,42,Home,1389709.13,4,0,Individual Home Buyers
C1023,Individual,73,Home,1336237.87,3,0,Individual Home Buyers
C1024,Individual,57,Investment,1351032.92,3,0,Individual Home Buyers
C1025,Individual,79,Home,738424.18,3,0,Individual Home Buyers
C1026,Individual,35,Investment,1440775.1,3,0,Individual Home Buyers
C1027,Individual,50,Investment,1554407.81,3,0,Individual Home Buyers
C1028,Individual,84,Home,1143826.71,4,0,Individual Home Buyers
C1029,Individual,77,Home,946560.97,3,1,Corporate Buyers
C1030,Individual,66,Home,1353543.06,4,0,Individual Home Buyers
C1031,Individual,37,Home,1011333.2,3,1,Corporate Buyers
C1032,Individual,49,Home,1494289.73,4,0,Individual Home Buyers
C1033,Individual,64,Home,1496120.51,4,1,Corporate Buyers
C1034,Individual,47,Home,1200049.6,4,0,Individual Home Buyers
C1035,Individual,65,Home,1528550.13,4,0,Individual Home Buyers
C1036,Individual,38,Home,1176436.08,3,0,Individual Home Buyers
C1037,Company,56,Home,1115637.13,3,0,Individual Home Buyers
C1038,Individual,67,Investment,907128.2,3,0,Individual Home Buyers
C1039,Individual,64,Home,1428452.94,4,0,Individual Home Buyers
C1040,Individual,86,Investment,901095.79,3,0,Individual Home Buyers
C1041,Individual,36,Home,1150040.79,3,0,Individual Home Buyers
C1042,Individual,81,Home,1325783.46,4,0,Individual Home Buyers
C1043,Individual,27,Home,1067911.86,3,0,Individual Home Buyers
C1044,Individual,55,Investment,1368036.39,4,0,Individual Home Buyers
C1045,Individual,84,Home,974840.03,3,0,Individual Home Buyers
C1046,Individual,57,Home,1301128.39,4,1,Corporate Buyers
C1047,Individual,42,Home,1333737.83,3,0,Individual Home Buyers
C1048,Individual,56,Investment,1349339.41,3,0,Individual Home Buyers
C1049,Individual,86,Investment,1214294.16,3,0,Individual Home Buyers
C1050,Individual,71,Home,1274655.09,4,0,Individual Home Buyers
C1051,Individual,68,Home,894972.26,3,0,Individual Home Buyers
C1052,Individual,73,Home,1008000.54,4,0,Individual Home Buyers
C1053,Individual,52,Home,1280976.9,3,3,Luxury Investors
C1054,Individual,37,Home,837920.58,3,0,Individual Home Buyers
C1055,Individual,54,Investment,811498.78,3,0,Individual Home Buyers
C1056,Individual,47,Home,1436352.77,3,0,Individual Home Buyers
C1057,Individual,32,Investment,1430593.53,4,0,Individual Home Buyers
C1058,Individual,53,Home,1526007.82,4,1,Corporate Buyers
C1059,Individual,48,Home,1266979.76,3,0,Individual Home Buyers
C1060,Individual,86,Home,1167625.18,3,0,Individual Home Buyers
C1061,Individual,66,Home,1689767.29,4,1,Corporate Buyers
C1062,Individual,51,Home,1766882.53,4,0,Individual Home Buyers
C1063,Individual,38,Investment,1315820.94,3,0,Individual Home Buyers
C1064,Individual,81,Home,695434.77,3,0,Individual Home Buyers
C1065,Individual,71,Home,1107631.34,3,0,Individual Home Buyers
C1066,Individual,85,Home,1208868.77,4,1,Corporate Buyers
C1067,Individual,84,Investment,849001.36,3,0,Individual Home Buyers
C1068,Individual,42,Home,1403831.31,3,0,Individual Home Buyers
C1069,Individual,34,Home,1323760.84,3,0,Individual Home Buyers
C1070,Individual,75,Home,1286265.14,3,1,Corporate Buyers
C1071,Individual,60,Home,1047375.62,4,0,Individual Home Buyers
C1072,Individual,64,Home,829884.93,3,0,Individual Home Buyers
C1073,Individual,71,Investment,1197808.83,4,0,Individual Home Buyers
C1074,Individual,72,Home,1004700.45,3,1,Corporate Buyers
C1075,Individual,51,Home,1178400.08,4,0,Individual Home Buyers
C1076,Individual,46,Investment,884169.44,3,0,Individual Home Buyers
C1077,Individual,44,Investment,1467449.24,4,0,Individual Home Buyers
C1078,Individual,86,Home,1247337.58,3,0,Individual Home Buyers
C1079,Individual,67,Investment,1151228.31,3,0,Individual Home Buyers
C1080,Individual,70,Investment,1594795.52,4,1,Corporate Buyers
C1081,Company,52,Home,1006584.7,3,1,Corporate Buyers
C1082,Individual,33,Investment,829499.85,3,0,Individual Home Buyers
C1083,Individual,76,Investment,1145122.1,4,0,Individual Home Buyers
C1084,Individual,37,Home,1357921.15,4,1,Corporate Buyers
C1085,Individual,79,Investment,797675.03,3,1,Corporate Buyers
C1086,Individual,70,Home,1339827.27,4,0,Individual Home Buyers
C1087,Individual,42,Home,1878433.21,4,0,Individual Home Buyers
C1088,Individual,28,Home,802271.19,3,0,Individual Home Buyers
C1089,Individual,64,Home,959344.08,4,0,Individual Home Buyers
C1090,Individual,64,Home,1217272.58,3,1,Corporate Buyers
C1091,Individual,42,Home,741797.49,3,0,Individual Home Buyers
C1092,Individual,30,Investment,1213248.05,3,0,Individual Home Buyers
C1093,Individual,46,Home,805402.83,3,0,Individual Home Buyers
C1094,Individual,66,Home,1631407.56,4,0,Individual Home Buyers
C1095,Individual,86,Home,1454366.24,4,0,Individual Home Buyers
C1096,Individual,61,Home,1756661.91,4,0,Individual Home Buyers
C1097,Individual,64,Home,1064342.81,3,1,Corporate Buyers
C1098,Individual,50,Investment,1187774.23,3,0,Individual Home Buyers
C1099,Individual,54,Home,1426501.12,4,0,Individual Home Buyers
C1100,Individual,86,Home,1314225.59,4,1,Corporate Buyers
C1101,Individual,62,Home,1037914.43,4,1,Corporate Buyers
C1102,Company,66,Home,1248456.03,4,1,Corporate Buyers
C1103,Individual,65,Home,1206840.81,4,2,Small Corporate Segment
C1104,Individual,28,Investment,893996.19,3,0,Individual Home Buyers
C1105,Individual,86,Home,1623510.31,4,0,Individual Home Buyers
C1106,Individual,44,Home,773499.85,3,0,Individual Home Buyers
C1107,Individual,78,Home,1156527.59,3,1,Corporate Buyers
C1108,Individual,32,Home,1069904.1,3,1,Corporate Buyers
C1109,Individual,59,Home,1756965.37,4,0,Individual Home Buyers
C1110,Individual,49,Home,1445458.33,4,0,Individual Home Buyers
C1111,Company,59,Home,885146.14,3,0,Individual Home Buyers
C1112,Individual,44,Investment,961599.42,3,0,Individual Home Buyers
C1113,Individual,52,Investment,1162770.88,4,0,Individual Home Buyers
C1114,Individual,34,Home,872825.73,3,0,Individual Home Buyers
C1115,Individual,53,Home,1054599.19,3,0,Individual Home Buyers
C1116,Individual,35,Home,766951.95,3,0,Individual Home Buyers
C1117,Individual,71,Home,1149629.49,4,0,Individual Home Buyers
C1118,Company,57,Investment,859368.99,3,1,Corporate Buyers
C1119,Individual,85,Home,938703.66,3,0,Individual Home Buyers
C1120,Individual,47,Home,1371211.29,4,0,Individual Home Buyers
C1121,Individual,41,Home,1014661.78,3,0,Individual Home Buyers
C1122,Individual,84,Home,1558949.2,4,0,Individual Home Buyers
C1123,Individual,75,Home,1241771.44,3,0,Individual Home Buyers
C1124,Individual,50,Investment,1272190.01,4,0,Individual Home Buyers
C1125,Individual,85,Home,1186907.08,3,0,Individual Home Buyers
C1126,Company,43,Home,893488.2,3,0,Individual Home Buyers
C1127,Individual,83,Investment,838728.4,3,1,Corporate Buyers
C1128,Individual,43,Investment,1186634.53,3,0,Individual Home Buyers
C1129,Individual,81,Investment,1463125.26,4,0,Individual Home Buyers
C1130,Individual,39,Home,1326217.01,4,0,Individual Home Buyers
C1131,Individual,42,Investment,1210500.79,3,0,Individual Home Buyers
C1132,Individual,44,Home,1383901.27,3,0,Individual Home Buyers
C1133,Individual,33,Investment,1427019.92,4,0,Individual Home Buyers
C1134,Individual,83,Investment,1088583.78,4,0,Individual Home Buyers
C1135,Individual,27,Investment,1186082.75,3,1,Corporate Buyers
C1136,Individual,61,Home,1016844.64,3,0,Individual Home Buyers
C1137,Individual,40,Home,1114902.43,3,0,Individual Home Buyers
C1138,Individual,62,Home,840602.92,3,0,Individual Home Buyers
C1139,Individual,30,Home,1297382.59,3,0,Individual Home Buyers
C1140,Individual,50,Home,1275809.71,3,0,Individual Home Buyers
C1141,Individual,26,Investment,990242.33,3,0,Individual Home Buyers
C1142,Individual,78,Home,1492680.13,4,0,Individual Home Buyers
C1143,Individual,32,Home,1108329.67,3,0,Individual Home Buyers
C1144,Individual,48,Investment,1244666.12,4,0,Individual Home Buyers
C1145,Individual,33,Home,1118850.31,3,0,Individual Home Buyers
C1146,Individual,35,Investment,1037824.43,3,0,Individual Home Buyers
C1147,Individual,48,Home,905314.84,3,0,Individual Home Buyers
C1148,Individual,35,Home,1083677.57,3,1,Corporate Buyers
C1149,Individual,46,Home,1277449.99,4,1,Corporate Buyers
C1150,Individual,34,Investment,1476970.3,3,0,Individual Home Buyers
C1151,Individual,63,Investment,1760000.34,4,0,Individual Home Buyers
C1152,Individual,49,Home,1654928.32,4,0,Individual Home Buyers
C1153,Individual,35,Home,1007630,3,0,Individual Home Buyers
C1154,Individual,70,Home,1373889.96,4,0,Individual Home Buyers
C1155,Individual,49,Home,1577625,3,0,Individual Home Buyers
C1156,Individual,70,Home,859956.66,3,0,Individual Home Buyers
C1157,Individual,82,Investment,894080.38,4,1,Corporate Buyers
C1158,Individual,71,Investment,941360.29,3,0,Individual Home Buyers
C1159,Individual,86,Investment,1170550.92,3,0,Individual Home Buyers
C1160,Individual,46,Home,1359425.86,4,0,Individual Home Buyers
C1161,Individual,32,Investment,2022416.31,4,1,Corporate Buyers
C1162,Individual,64,Investment,1116223.63,4,0,Individual Home Buyers
C1163,Individual,28,Home,1202709.18,4,0,Individual Home Buyers
C1164,Individual,58,Home,1315287.03,4,2,Small Corporate Segment
C1165,Individual,32,Home,970705.4,3,1,Corporate Buyers
C1166,Individual,35,Investment,1163601.79,4,0,Individual Home Buyers
C1167,Individual,59,Home,1163104.83,3,1,Corporate Buyers
C1168,Individual,28,Home,1081069.19,4,1,Corporate Buyers
C1169,Individual,32,Home,900300.22,4,1,Corporate Buyers
C1170,Individual,36,Home,1165955.62,4,0,Individual Home Buyers
C1171,Individual,42,Investment,1561809.25,4,0,Individual Home Buyers
C1172,Individual,84,Home,1240274.79,4,0,Individual Home Buyers
C1173,Individual,42,Investment,1261072.17,4,1,Corporate Buyers
C1174,Individual,44,Home,1414798.99,4,0,Individual Home Buyers
C1175,Individual,67,Home,1766232.62,4,0,Individual Home Buyers
C1176,Individual,51,Investment,1003328.89,3,0,Individual Home Buyers
C1177,Individual,28,Investment,1047224.27,4,0,Individual Home Buyers
C1178,Individual,76,Home,744651.07,3,0,Individual Home Buyers
C1179,Individual,35,Home,848152.02,3,0,Individual Home Buyers
C1180,Individual,31,Home,1111089.24,4,1,Corporate Buyers
C1181,Individual,70,Investment,743723.31,3,0,Individual Home Buyers
C1182,Individual,65,Investment,1522183.38,4,1,Corporate Buyers
C1183,Individual,33,Investment,1364593.88,4,0,Individual Home Buyers
C1184,Individual,73,Home,500255.63,3,1,Corporate Buyers
C1185,Individual,26,Home,1218570.99,4,0,Individual Home Buyers
C1186,Individual,48,Home,1141153.96,3,0,Individual Home Buyers
C1187,Individual,64,Home,1097539.23,3,0,Individual Home Buyers
C1188,Individual,31,Home,1437535.25,4,1,Corporate Buyers
C1189,Individual,63,Home,1180295.09,4,0,Individual Home Buyers
C1190,Individual,80,Home,1358669.02,4,0,Individual Home Buyers
C1191,Individual,76,Investment,1095538.81,3,0,Individual Home Buyers
C1192,Individual,26,Home,1111237.94,4,0,Individual Home Buyers
C1193,Individual,51,Home,946796.24,4,1,Corporate Buyers
C1194,Individual,83,Home,1084957.53,3,0,Individual Home Buyers
C1195,Individual,36,Home,1118238.91,4,0,Individual Home Buyers
C1196,Individual,71,Home,1731153.76,4,0,Individual Home Buyers
C1197,Individual,67,Home,1439595.57,3,0,Individual Home Buyers
C1198,Individual,66,Home,1415391.59,3,0,Individual Home Buyers
C1199,Individual,83,Home,1013002.89,4,0,Individual Home Buyers
C1200,Individual,57,Home,1789601.33,4,0,Individual Home Buyers
C1201,Individual,26,Investment,1063833.91,4,0,Individual Home Buyers
C1202,Company,41,Investment,1527115.16,4,1,Corporate Buyers
C1203,Individual,64,Home,1083378.55,3,0,Individual Home Buyers
C1204,Individual,34,Investment,1231356.24,3,0,Individual Home Buyers
C1205,Individual,67,Home,968123.38,3,1,Corporate Buyers
C1206,Individual,69,Investment,941726.19,3,0,Individual Home Buyers
C1207,Individual,53,Home,1084392.98,4,0,Individual Home Buyers
C1208,Individual,49,Home,1277019.82,3,0,Individual Home Buyers
C1209,Individual,48,Home,1201633.01,4,0,Individual Home Buyers
C1210,Individual,35,Investment,1146800.83,4,0,Individual Home Buyers
C1211,Individual,30,Home,1447927.02,4,1,Corporate Buyers
C1212,Individual,69,Home,1052290.76,4,0,Individual Home Buyers
C1213,Individual,33,Home,829461.56,3,1,Corporate Buyers
C1214,Individual,26,Home,1725018.41,4,0,Individual Home Buyers
C1215,Individual,32,Home,1140423.38,3,0,Individual Home Buyers
C1216,Individual,29,Home,1191384.37,3,1,Corporate Buyers
C1217,Individual,29,Investment,1007204.78,3,0,Individual Home Buyers
C1218,Individual,85,Home,1308613.57,4,0,Individual Home Buyers
C1219,Individual,43,Home,867409.27,3,0,Individual Home Buyers
C1220,Individual,59,Investment,1471199.75,4,0,Individual Home Buyers
C1221,Individual,42,Investment,1354868.93,3,0,Individual Home Buyers
C1222,Individual,57,Home,1319349.86,3,0,Individual Home Buyers
C1223,Individual,74,Home,1072582.78,3,0,Individual Home Buyers
C1224,Individual,84,Investment,827238.27,3,0,Individual Home Buyers
C1225,Individual,36,Home,1122587.7,3,0,Individual Home Buyers
C1226,Individual,37,Home,972596.13,3,0,Individual Home Buyers
C1227,Individual,39,Home,2151534.73,4,0,Individual Home Buyers
C1228,Individual,72,Home,1058718.77,3,0,Individual Home Buyers
C1229,Individual,32,Home,1185126.78,3,1,Corporate Buyers
C1230,Individual,41,Home,759973.15,3,0,Individual Home Buyers
C1231,Individual,72,Home,859705.17,3,0,Individual Home Buyers
C1232,Individual,37,Home,1527373.03,4,1,Corporate Buyers
C1233,Individual,47,Home,936287.8,3,0,Individual Home Buyers
C1234,Individual,69,Investment,1463190.28,4,0,Individual Home Buyers
C1235,Individual,69,Home,1271344.11,4,0,Individual Home Buyers
C1236,Individual,54,Home,1747766.02,4,0,Individual Home Buyers
C1237,Individual,83,Investment,688233.74,3,1,Corporate Buyers
C1238,Individual,80,Home,1648873.57,4,0,Individual Home Buyers
C1239,Individual,73,Home,1457041.08,4,0,Individual Home Buyers
C1240,Individual,42,Investment,1018594.44,3,0,Individual Home Buyers
C1241,Individual,53,Home,1157084.59,4,0,Individual Home Buyers
C1242,Individual,65,Home,1055842.78,3,0,Individual Home Buyers
C1243,Individual,78,Home,1419502.04,4,0,Individual Home Buyers
C1244,Individual,34,Investment,1438309.93,3,0,Individual Home Buyers
C1245,Individual,63,Home,1422519.51,3,0,Individual Home Buyers
C1246,Individual,83,Home,859984.47,3,1,Corporate Buyers
C1247,Individual,69,Investment,1774416.32,4,0,Individual Home Buyers
C1248,Individual,50,Home,786895.89,3,0,Individual Home Buyers
C1249,Individual,55,Investment,1289938.64,4,0,Individual Home Buyers
C1250,Individual,76,Home,1582661.61,3,0,Individual Home Buyers
C1251,Individual,51,Investment,1246714.37,4,0,Individual Home Buyers
C1252,Individual,64,Home,1137673.55,3,0,Individual Home Buyers
C1253,Individual,35,Home,767162.22,3,0,Individual Home Buyers
C1254,Individual,70,Home,1604050.88,4,0,Individual Home Buyers
C1255,Individual,27,Home,1105130.19,4,0,Individual Home Buyers
C1256,Company,54,Investment,1227293.02,3,0,Individual Home Buyers
C1257,Individual,35,Home,850550.13,3,0,Individual Home Buyers
C1258,Individual,57,Home,1015636.19,4,0,Individual Home Buyers
C1259,Individual,55,Investment,1256766.51,4,0,Individual Home Buyers
C1260,Individual,34,Home,1633449.34,4,0,Individual Home Buyers
C1261,Individual,50,Home,1491163.72,3,0,Individual Home Buyers
C1262,Individual,76,Investment,961425.37,3,0,Individual Home Buyers
C1263,Individual,75,Investment,1975384.2,4,0,Individual Home Buyers
C1264,Individual,27,Investment,1287173.46,3,0,Individual Home Buyers
C1265,Individual,83,Home,1070432.96,3,0,Individual Home Buyers
C1266,Individual,74,Home,1204291.73,4,1,Corporate Buyers
C1267,Individual,61,Home,1399933.88,3,0,Individual Home Buyers
C1268,Individual,31,Investment,968928.25,3,1,Corporate Buyers
C1269,Individual,62,Home,1046535,3,0,Individual Home Buyers
C1270,Individual,48,Home,1310435.53,3,0,Individual Home Buyers
C1271,Individual,34,Home,1296911.85,4,0,Individual Home Buyers
C1272,Individual,85,Home,778830.8,3,1,Corporate Buyers
C1273,Individual,58,Home,1462080.32,3,1,Corporate Buyers
